Query,Label
1 1022 select count user t1 user t2 user t3 user t4 user t5,1
call regexp substring repeat left crypt key char 65 char 69 char 83 null 0 500000000 null pawh pawh,1
1589 1589 1,1
select count generate series 1 5000000 7240 7240,1
1 3715 char 113 char 113 char 112 char 106 char 113 select case 3715 3715 char 49 else char 48 end char 113 char 122 char 118 char 122 char 113 9548 9548,1
1 6240 qqpjq select case 6240 6240 1 else 0 end rdb database qzvzq 6406 6406,1
5021 select yadq 4285 4285 order 1,1
1 4386 utl inaddr get host address chr 113 chr 113 chr 112 chr 106 chr 113 select case 4386 4386 1 else 0 end dual chr 113 chr 122 chr 118 chr 122 chr 113,1
1 6793 select 6793 pg sleep 5 baia baia,1
1 3824 benchmark 5000000 md5 0x76555642 jozh jozh,1
9508 union select 9950 9950 9950 9950 9950 9950 9950,1
1 8514 benchmark 5000000 md5 0x544d5a4c,1
1064 make set 6439 2937 2937 qojd qojd,1
1 rbpx 1264 1264,1
1 exp select select concat 0x7171706a71 select elt 6270 6270 1 0x717a767a71 0x78 x,1
8284 6171 select 8284 else drop function mbih,1
1 sleep 5,1
7868 9323 9323,1
1 ekjw 5477 5477 union select null null null null null,1
1 2462 2462 2716 select count sysusers sys1 sysusers sys2 sysusers sys3 sysusers sys4 sysusers sys5 sysusers sys6 sysusers sys7,1
select like abcdefg upper hex randomblob 500000000 2 mfib mfib,1
1 4240 select 4240 pg sleep 5,1
1 4595 4595,1
1 oknw 8777 8777,1
1 6501 6501,1
1 char 111 char 77 char 121 char 88 regexp substring repeat left crypt key char 65 char 69 char 83 null 0 500000000 null 8929 8929,1
7999 8422 1336,1
5742 1314 1314 5903 qqpjq select case 5903 5903 1 else 0 end rdb database qzvzq,1
1 potk 5040 5040 elt 5873 5873 sleep 5,1
4605 union select 8542 8542 8542 8542 8542 8542 8542 8542,1
select count sysibm systables t1 sysibm systables t2 sysibm systables t3 njnr njnr,1
select case 6558 4327 1 else null end,1
7535 2724 char 113 char 113 char 112 char 106 char 113 select case 2724 2724 char 49 else char 48 end char 113 char 122 char 118 char 122 char 113,1
end rqay like rqay,1
2312 union select 5282 5282 5282 5282 5282 5282 5282 5282,1
1 8594 select 8594 pg sleep 5,1
select case 8993 8846 8993 else 8993 select 8993 mysql db end,1
select count sysibm systables t1 sysibm systables t2 sysibm systables t3,1
select pg sleep 5,1
call regexp substring repeat right char 3702 0 500000000 null 4142 4142,1
8153 qhlb 4948 4948 union select 4948 4948 4948 4948 4948 4948,1
7319 4493 utl inaddr get host address chr 113 chr 113 chr 112 chr 106 chr 113 select case 4493 4493 1 else 0 end dual chr 113 chr 122 chr 118 chr 122 chr 113,1
1 bedq 8781 8781 8466 benchmark 5000000 md5 0x694a4745,1
1 2006 2006,1
5139 union select 3373 3373 3373 3373 3373 3373 3373 3373,1
1 4411 select count sysusers sys1 sysusers sys2 sysusers sys3 sysusers sys4 sysusers sys5 sysusers sys6 sysusers sys7 zcyc,1
1 rvch 1863 1863 8384 like abcdefg upper hex randomblob 500000000 2,1
1 8514 select count domain domain t1 domain column t2 domain table t3 loao,1
9446 wmrq 3705 3705 union select 3705,1
iif 7889 5114 1 1 0,1
select dbms pipe receive message chr 66 chr 67 chr 79 chr 101 5 dual ztmd ztmd,1
1 union select null null null null null null null null,1
1 char 109 char 79 char 70 char 90 regexp substring repeat right char 5012 0 5000000000 null,1
1 elt 4249 4249 7259,1
1 4867 4867 rlike select case 7689 7689 1 else 0x28 end,1
8858 5680 select 8858 else drop function pyuo,1
1 procedure analyse extractvalue 9255 concat 0x5c benchmark 5000000 md5 0x52515a50 1 1748 1748,1
1 klie 2840 2840 8514 benchmark 5000000 md5 0x544d5a4c,1
3859 3440 cast chr 113 chr 113 chr 112 chr 106 chr 113 select case 3440 3440 1 else 0 end text chr 113 chr 122 chr 118 chr 122 chr 113 numeric 5846 5846,1
end qkkn like qkkn,1
1 pzoo 8036 8036 6793 select 6793 pg sleep 5,1
2120 8734 8844,1
1 lomw 9257 9257 union select null null null null null null,1
1 6784 6784 elt 3114 3114 sleep 5,1
1 select syrz 7699 7699 union select null null null,1
1 4595 4595,1
4984 union select 6980 6980 6980 6980 6980 6980 6980 6980,1
5224 1962 1962 union select 1962 1962 1962 1962 1962 1962 1962 1962 1962,1
1 8514 select count domain domain t1 domain column t2 domain table t3,1
1 select gboi 4191 4191 8514 select count domain domain t1 domain column t2 domain table t3,1
1 union select null null null null null,1
1 2633 dbms pipe receive message chr 112 chr 65 chr 65 chr 103 5 xmnd xmnd,1
1 row 6237 7469 select count concat 0x7171706a71 select elt 6237 6237 1 0x717a767a71 floor rand 0 2 x select 5192 union select 3785 union select 3931 union select 7158 group x ejul ejul,1
3721 union select 9050 9050,1
1 paai 4089 4089 3707 select count sysibm systables t1 sysibm systables t2 sysibm systables t3,1
1 elt 3114 3114 sleep 5,1
1 order 1,1
9281 8363 8363 make set 8220 5127 5127,1
1 6671 6671 char 119 char 100 char 99 char 121 regexp substring repeat right char 1441 0 5000000000 null,1
end vwbx vwbx,1
1 boolean mode 8189 select count sysibm systables t1 sysibm systables t2 sysibm systables t3,1
1 rlike sleep 5 iwct iwct,1
9087 order 1,1
7562 8571 8571,1
3707 8571 8571,1
1 select twyt 3376 3376 7756 dbms utility sqlid sqlhash chr 113 chr 113 chr 112 chr 106 chr 113 select case 7756 7756 1 else 0 end dual chr 113 chr 122 chr 118 chr 122 chr 113,1
call regexp substring repeat right char 3702 0 500000000 null eevk eevk,1
1 3754 select upper xmltype chr 60 chr 58 chr 113 chr 113 chr 112 chr 106 chr 113 select case 3754 3754 1 else 0 end dual chr 113 chr 122 chr 118 chr 122 chr 113 chr 62 dual,1
1 vbpl 3885 3885 6969 select 6969 pg sleep 5,1
select pg sleep 5 enpn like enpn,1
1 2136 2136 7552 select count rdb field t1 rdb type t2 rdb collation t3 rdb function t4,1
1 7629 7629 rlike select select sleep 5 vwyq,1
1 select select sleep 5 sddo,1
select case 1275 7674 1275 else 1275 select 1275 information schema character set end,1
1 duvm 6190 6190 order 1,1
8665 6825 7840 vbsy like vbsy,1
1 2633 dbms pipe receive message chr 112 chr 65 chr 65 chr 103 5,1
1 select bnaz dual 7168 7168 2716 select count sysusers sys1 sysusers sys2 sysusers sys3 sysusers sys4 sysusers sys5 sysusers sys6 sysusers sys7,1
1 select tfqg dual 9862 9862 select select sleep 5 gcrr,1
7686 1 group concat 0x7171706a71 select case 4232 4232 1 else 0 end 0x717a767a71 floor rand 0 2 min 0,1
1 7603 3634 3634,1
1 3612 3612 select 9067 select count concat 0x7171706a71 select elt 9067 9067 1 0x717a767a71 floor rand 0 2 x information schema character set group x,1
1 7533 7533,1
3834 hhiy 2086 2086 3038 3038,1
7371 union select 4531 4531 4531,1
select case 1039 5127 1039 else 1039 select 1039 information schema character set end,1
1 9643 select count domain domain t1 domain column t2 domain table t3 8814 8814,1
select case 1574 5523 1 else null end,1
1 procedure analyse extractvalue 5840 concat 0x5c 0x7171706a71 select case 5840 5840 1 else 0 end 0x717a767a71 1,1
4785 1 group concat 0x7171706a71 select case 4232 4232 1 else 0 end 0x717a767a71 floor rand 0 2 min 0,1
select like abcdefg upper hex randomblob 500000000 2 nimx nimx,1
1 select kojx dual 8140 8140 2388 benchmark 5000000 md5 0x6d457153,1
select case 2161 4328 2161 else 2161 select 2161 mysql db end,1
9854 5023 ctxsys drithsx sn 5023 chr 113 chr 113 chr 112 chr 106 chr 113 select case 5023 5023 1 else 0 end dual chr 113 chr 122 chr 118 chr 122 chr 113 5696 5696,1
1 kahn 1361 1361 select select sleep 5 sddo,1
1 union select null null null null,1
3596 union select 5349 5349 5349 5349 5349 5349,1
1 row 1045 7562 select count concat 0x7171706a71 select elt 1045 1045 1 0x717a767a71 floor rand 0 2 x select 8488 union select 5584 union select 3051 union select 1210 group x,1
1 uaxn 5657 5657 rlike select case 3548 7206 1 else 0x28 end,1
4670 3038 3038,1
select count domain domain t1 domain column t2 domain table t3 ampw,1
1 boolean mode 8421 select count generate series 1 5000000,1
1 2753 2753 2739 8047 8047,1
1 select ljtl 1766 1766,1
3921 audo 7087 7087 1755 4937,1
2072 rjcz 2491 2491 6872 6872,1
1 llug 2244 2244 3715 char 113 char 113 char 112 char 106 char 113 select case 3715 3715 char 49 else char 48 end char 113 char 122 char 118 char 122 char 113,1
1 6979 like abcdefg upper hex randomblob 500000000 2,1
7187 4159 7465,1
1 extractvalue 1297 concat 0x5c 0x7171706a71 select elt 1297 1297 1 0x717a767a71 ytlf ytlf,1
1 extractvalue 1297 concat 0x5c 0x7171706a71 select elt 1297 1297 1 0x717a767a71 cdnc like cdnc,1
select case 3855 3855 3855 else 1 select 0 end,1
select like abcdefg upper hex randomblob 500000000 2 dthp dthp,1
1 select 2 select select concat 0x7171706a71 select elt 3484 3484 1 0x717a767a71 0x78 8446744073709551610 8446744073709551610 tfok like tfok,1
1 6622 6622 order 1,1
1 exp select select concat 0x7171706a71 select elt 8190 8190 1 0x717a767a71 0x78 x kwhs like kwhs,1
1 4411 select count sysusers sys1 sysusers sys2 sysusers sys3 sysusers sys4 sysusers sys5 sysusers sys6 sysusers sys7 rhzy rhzy,1
1 select yzxc 5230 5230 select case 4587 4587 regexp substring repeat left crypt key char 65 char 69 char 83 null 0 500000000 null else char 76 char 65 char 102 char 72 end value 0,1
1 select sbvh 8539 8539 3707 select count sysibm systables t1 sysibm systables t2 sysibm systables t3,1
7813 yvyl 5172 5172 union select 5172 5172,1
1 select uiyj dual 8320 8320,1
select case 4111 1992 4111 else 1 select 0 end,1
select count generate series 1 5000000 xcjt xcjt,1
1 1096 1096 extractvalue 7982 concat 0x5c 0x7171706a71 select elt 7982 7982 1 0x717a767a71,1
9011 1 group concat 0x7171706a71 select case 4232 4232 1 else 0 end 0x717a767a71 floor rand 0 2 min 0,1
1 plbt 4368 4368 3754 select upper xmltype chr 60 chr 58 chr 113 chr 113 chr 112 chr 106 chr 113 select case 3754 3754 1 else 0 end dual chr 113 chr 122 chr 118 chr 122 chr 113 chr 62 dual,1
1 6414 select count rdb field t1 rdb type t2 rdb collation t3 rdb function t4,1
1 5556 select count user t1 user t2 user t3 user t4 user t5 dppw like dppw,1
1 select zyvk dual 2072 2072,1
5918 olzc 5992 5992 4390 9085,1
9795 wrgs 5427 5427 union select 5427 5427 5427 5427 5427 5427,1
1 6913 6913 4386 utl inaddr get host address chr 113 chr 113 chr 112 chr 106 chr 113 select case 4386 4386 1 else 0 end dual chr 113 chr 122 chr 118 chr 122 chr 113,1
5243 2105 2105 4144 select upper xmltype chr 60 chr 58 chr 113 chr 113 chr 112 chr 106 chr 113 select case 4144 4144 1 else 0 end dual chr 113 chr 122 chr 118 chr 122 chr 113 chr 62 dual,1
6637 order 1,1
select dbms pipe receive message chr 66 chr 67 chr 79 chr 101 5 dual ulfr like ulfr,1
1 select rryx 1228 1228 union select null null null null null null null null null,1
1 elt 5873 5873 sleep 5,1
1 6240 qqpjq select case 6240 6240 1 else 0 end rdb database qzvzq 3945 3945,1
1 biup 1414 1414 union select null null null null null null null null,1
5827 lskq 7683 7683 union select 7683 7683 7683 7683 7683,1
select dbms pipe receive message chr 66 chr 67 chr 79 chr 101 5 dual,1
3697 union select 5180 5180 5180 5180 5180 5180 5180,1
1 7010 7010 9660 select count user t1 user t2 user t3 user t4 user t5,1
1 4386 utl inaddr get host address chr 113 chr 113 chr 112 chr 106 chr 113 select case 4386 4386 1 else 0 end dual chr 113 chr 122 chr 118 chr 122 chr 113 smrw like smrw,1
1 5967 4184,1
1 select cclo dual 6823 6823 9198 9198,1
1 7191 7191 rlike sleep 5,1
1 make set 8245 9872 9872 kzgt kzgt,1
1 select 2 select select concat 0x7171706a71 select elt 3484 3484 1 0x717a767a71 0x78 8446744073709551610 8446744073709551610 wjwn wjwn,1
1 char 117 char 111 char 105 char 100 regexp substring repeat left crypt key char 65 char 69 char 83 null 0 500000000 null acly like acly,1
1 1330 1330 select select sleep 5 ydpu,1
1 7199 7199 8407 select count generate series 1 5000000,1
1 3707 select count sysibm systables t1 sysibm systables t2 sysibm systables t3,1
9514 xdkw 4975 4975 union select 4975 4975 4975 4975,1
1 union select null null,1
1 6537 dbms pipe receive message chr 76 chr 116 chr 117 chr 65 5 kfqs,1
1 select wyng dual 2157 2157 union select null null,1
1 6240 qqpjq select case 6240 6240 1 else 0 end rdb database qzvzq vhqm vhqm,1
1 select zohk 5502 5502 2367 select count rdb field t1 rdb type t2 rdb collation t3 rdb function t4,1
6865 8459 8459 4906 6107 6107,1
1 updatexml 3393 concat 0x2e 0x7171706a71 select elt 3393 3393 1 0x717a767a71 1161,1
1 select qrml 3791 3791 8384 like abcdefg upper hex randomblob 500000000 2,1
1 eymg 7000 7000,1
1 updatexml 3393 concat 0x2e 0x7171706a71 select elt 3393 3393 1 0x717a767a71 1161,1
1 8514 benchmark 5000000 md5 0x544d5a4c,1
1065 union select 7437 7437 7437 7437 7437 7437 7437 7437,1
1603 5903 qqpjq select case 5903 5903 1 else 0 end rdb database qzvzq abmo abmo,1
1 select case 2106 2106 select count sysusers sys1 sysusers sys2 sysusers sys3 sysusers sys4 sysusers sys5 sysusers sys6 sysusers sys7 else 2106 select 2106 master sysdatabases end,1
1 2388 benchmark 5000000 md5 0x6d457153,1
1 7051 7051 4411 select count sysusers sys1 sysusers sys2 sysusers sys3 sysusers sys4 sysusers sys5 sysusers sys6 sysusers sys7,1
1 6672 6672 union select null null null null null null null null null null,1
3899 8152 8152 3440 cast chr 113 chr 113 chr 112 chr 106 chr 113 select case 3440 3440 1 else 0 end text chr 113 chr 122 chr 118 chr 122 chr 113 numeric,1
1 3020 3020 6703 hkjf hkjf,1
1 7533 7533,1
1 6016 4763 4763,1
1 elt 5873 5873 sleep 5,1
call regexp substring repeat right char 3702 0 500000000 null,1
3391 union select 2024 2024,1
1 8384 like abcdefg upper hex randomblob 500000000 2,1
3829 union select 2218 2218 2218 2218 2218 2218 2218,1
8629 8049 8049 union select 8049 8049 8049 8049 8049 8049 8049,1
